year,month,day,rainfall,status,date
2025,11,8,18.0,Moderate,2025-11-08
2025,11,9,0.5,None,2025-11-09
2025,11,10,2.1,Low,2025-11-10
2025,11,11,17.0,Moderate,2025-11-11
2025,11,12,17.0,Moderate,2025-11-12
2025,11,13,12.0,Moderate,2025-11-13
2025,11,14,6.6,Low,2025-11-14
2025,11,15,4.0,Low,2025-11-15
2025,11,16,3.2,Low,2025-11-16
2025,11,17,0.6,None,2025-11-17
2025,11,18,20.0,Moderate,2025-11-18
2025,11,19,2.6,Low,2025-11-19
2025,11,20,24.0,Moderate,2025-11-20
2025,11,21,1.9,None,2025-11-21
2025,11,22,1.0,None,2025-11-22
2025,11,23,2.9,Low,2025-11-23
2025,11,24,0.5,None,2025-11-24
2025,11,25,0.0,None,2025-11-25
2025,11,26,0.3,None,2025-11-26
2025,11,27,1.6,None,2025-11-27
2025,11,28,0.0,None,2025-11-28
2025,11,29,0.5,None,2025-11-29
2025,11,30,5.2,Low,2025-11-30
2025,12,1,4.7,Low,2025-12-01
2025,12,2,7.0,Low,2025-12-02
2025,12,3,12.0,Moderate,2025-12-03
2025,12,4,23.0,Moderate,2025-12-04
2025,12,5,5.2,Low,2025-12-05
2025,12,6,1.6,None,2025-12-06
2025,12,7,4.6,Low,2025-12-07
2025,12,8,7.1,Low,2025-12-08
2025,12,9,4.8,Low,2025-12-09
2025,12,10,5.4,Low,2025-12-10
2025,12,11,22.0,Moderate,2025-12-11
2025,12,12,1.7,None,2025-12-12
2025,12,13,3.2,Low,2025-12-13
2025,12,14,0.9,None,2025-12-14
2025,12,15,0.1,None,2025-12-15
2025,12,16,0.9,None,2025-12-16
2025,12,17,9.3,Low,2025-12-17
2025,12,18,3.7,Low,2025-12-18
2025,12,19,1.7,None,2025-12-19
2025,12,20,3.9,Low,2025-12-20
2025,12,21,12.0,Moderate,2025-12-21
2025,12,22,2.1,Low,2025-12-22
2025,12,23,3.7,Low,2025-12-23
2025,12,24,16.0,Moderate,2025-12-24
2025,12,25,11.0,Moderate,2025-12-25
2025,12,26,1.0,None,2025-12-26
2025,12,27,0.8,None,2025-12-27
2025,12,28,11.0,Moderate,2025-12-28
2025,12,29,2.6,Low,2025-12-29
2025,12,30,6.7,Low,2025-12-30
2025,12,31,35.0,High,2025-12-31
